3850	C	M193	27	12	100000
3860	C	M194	9	29	100000
3860	C	M195	12	32	100000
3920	C	M196	15	13	100000
3930	C	M197	29	9	100000
3940	C	M198	13	15	100000
3990	C	M199	26	20	100000
4000	C	M200	20	26	100000
3900	C	M201	13	27	100000
3900	C	M202	13	27	100000
3910	C	M203	27	13	100000
3920	C	M204	27	13	100000
3920	C	M205	9	29	100000
3960	C	M206	19	13	100000
3970	C	M207	29	9	100000
3980	C	M208	13	19	100000
4030	C	M209	24	20	100000
4040	C	M210	20	24	100000
3950	C	M211	32	27	100000
3955	C	M212	28	32	100000
3980	C	M213	9	29	100000
4015	C	M214	16	13	100000
4025	C	M215	29	9	100000
4035	C	M216	13	16	100000
4085	C	M217	22	20	100000
4000	C	M218	8	29	100000
4005	C	M219	29	10	100000
4015	C	M220	20	22	100000
4010	C	M221	10	29	100000
4030	C	M222	20	28	100000
4030	C	M223	20	28	100000
4040	C	M224	28	20	100000
4040	C	M225	9	29	100000
4050	C	M226	28	20	100000
4100	C	M227	17	13	100000
4110	C	M228	29	9	100000
4120	C	M229	13	17	100000
4110	C	M230	25	20	100000
4120	C	M231	20	25	100000
4080	C	M232	11	32	100000
4085	C	M233	32	11	100000
4100	C	M234	9	29	100000
4145	C	M235	14	13	100000
4155	C	M236	29	9	100000
4165	C	M237	13	14	100000
4215	C	M238	21	20	100000
4225	C	M239	20	21	100000
4160	C	M240	9	29	100000
4285	C	M241	19	13	100000
4295	C	M242	29	9	100000
4172	C	M243	19	13	100000
4182	C	M244	13	19	100000
4232	C	M245	24	20	100000
4242	C	M246	20	24	100000
4198	C	M247	12	32	100000
4200	C	M248	21	20	100000
4205	C	M249	32	12	100000
4220	C	M250	9	29	100000
4225	C	M251	23	20	100000
4280	C	M252	18	13	100000
4290	C	M253	29	9	100000
4300	C	M254	13	18	100000
4350	C	M255	26	20	100000
4360	C	M256	20	26	100000
4250	C	M257	22	20	100000
4255	C	M258	33	32	100000
4260	C	M259	32	33	100000
4280	C	M260	13	27	100000
4280	C	M261	9	29	100000
4280	C	M262	13	27	100000
4280	C	M263	13	27	100000
4290	C	M264	27	13	100000
4340	C	M265	15	13	100000
4350	C	M266	29	9	100000
4360	C	M267	27	13	100000
4370	C	M268	27	13	100000
4380	C	M269	13	15	100000
4430	C	M270	23	20	100000
4300	C	M271	24	20	100000
4310	C	M272	20	23	100000
4325	C	M273	26	20	100000
4340	C	M274	9	29	100000
4343	C	M275	32	34	100000
4343	C	M276	32	35	100000
4343	C	M277	32	36	100000
4403	C	M278	16	13	100000
4413	C	M279	29	9	100000
4350	C	M280	25	20	100000
4360	C	M281	13	16	100000
4410	C	M282	25	20	100000
4360	C	M283	10	29	100000
4370	C	M284	20	25	100000
4380	C	M285	29	10	100000
4390	C	M286	27	32	100000
4400	C	M287	9	29	100000
4400	C	M288	15	13	100000
4400	C	M289	10	29	100000
4400	C	M290	31	29	100000
4400	C	M291	32	27	100000
4460	C	M292	14	13	100000
4470	C	M293	29	9	100000
4480	C	M294	13	14	100000
4530	C	M295	21	20	100000
4540	C	M296	20	21	100000
4436	C	M297	34	32	100000
4440	C	M298	32	34	100000
4450	C	M299	18	13	100000
4460	C	M300	29	31	100000
4465	C	M301	9	29	100000
4465	C	M302	31	29	100000
4525	C	M303	17	13	100000
4535	C	M304	13	17	100000
4585	C	M305	22	20	100000
4595	C	M306	20	22	100000
4500	C	M307	14	13	100000
4655	C	M308	15	13	100000
4665	C	M309	13	15	100000
4715	C	M310	25	20	100000
4725	C	M311	20	25	100000
4550	C	M312	19	13	100000
4579	C	M313	20	28	100000
4589	C	M314	28	20	100000
4639	C	M315	19	13	100000
4591	C	M316	36	32	100000
4595	C	M317	32	36	100000
4605	C	M318	13	19	100000
4699	C	M319	24	20	100000
4600	C	M320	16	13	100000
4610	C	M321	20	24	100000
4620	C	M322	13	27	100000
4627	C	M323	35	32	100000
4637	C	M324	27	13	100000
4630	C	M325	32	35	100000
4635	C	M326	32	11	100000
4635	C	M327	32	12	100000
4635	C	M328	32	33	100000
4635	C	M329	32	34	100000
4635	C	M330	32	35	100000
4635	C	M331	32	36	100000
4695	C	M332	16	13	100000
4705	C	M333	13	16	100000
4755	C	M334	25	20	100000
4765	C	M335	20	25	100000
4825	C	M336	12	32	100000
4700	C	M337	17	13	100000
4701	C	M338	24	20	100000
4711	C	M339	32	12	100000
4707	C	M340	25	20	100000
4771	C	M341	18	13	100000
4781	C	M342	13	18	100000
4831	C	M343	23	20	100000
4725	C	M344	23	20	100000
4735	C	M345	20	23	100000
4785	C	M346	33	32	100000
4795	C	M347	32	33	100000
4845	C	M348	14	13	100000
4771	C	M349	21	20	100000
4781	C	M350	13	14	100000
4831	C	M351	21	20	100000
4841	C	M352	20	21	100000
4804	C	M353	22	20	100000
4810	C	M354	26	20	100000
4864	C	M355	36	32	100000
4820	C	M356	20	21	100000
4820	C	M357	20	22	100000
4820	C	M358	20	23	100000
4820	C	M359	20	24	100000
4820	C	M360	20	25	100000
4820	C	M361	20	26	100000
4830	C	M362	32	36	100000
4880	C	M363	15	13	100000
4830	C	M364	20	27	100000
4835	C	M365	27	8	100000
4845	C	M366	13	15	100000
4895	C	M367	11	32	100000
4905	C	M368	32	11	100000
4955	C	M369	19	13	100000
4965	C	M370	13	19	100000
4930	C	M371	13	27	100000
5025	C	M372	34	32	100000
5035	C	M373	27	13	100000
5045	C	M374	32	34	100000
4949	C	M375	18	13	100000
5085	C	M376	18	13	100000
5095	C	M377	13	18	100000
5145	C	M378	12	32	100000
4995	C	M379	14	13	100000
5000	C	M380	11	32	100000
5010	C	M381	32	12	100000
5060	C	M382	14	13	100000
5070	C	M383	13	14	100000
5020	C	M384	32	27	100000
5025	C	M385	12	32	100000
5035	C	M386	27	32	100000
5050	C	M387	33	32	100000
5080	C	M388	35	32	100000
5090	C	M389	32	35	100000
5140	C	M390	16	13	100000
5075	C	M391	35	32	100000
5085	C	M392	13	16	100000
5091	C	M393	15	13	100000
5100	C	M394	34	32	100000
5104	C	M395	20	27	100000
5110	C	M396	27	20	100000
5164	C	M397	33	32	100000
5174	C	M398	32	33	100000
5125	C	M399	36	32	100000
5234	C	M400	17	13	100000
5244	C	M401	13	17	100000
5165	C	M402	16	13	100000
5304	C	M403	36	32	100000
5314	C	M404	32	36	100000
5364	C	M405	15	13	100000
5374	C	M406	13	15	100000
5230	C	M407	17	13	100000
5434	C	M408	11	32	100000
5235	C	M409	13	14	100000
5235	C	M410	13	15	100000
5235	C	M411	13	16	100000
5235	C	M412	13	17	100000
5235	C	M413	13	18	100000
5235	C	M414	13	19	100000
5240	C	M415	13	28	100000
5250	C	M416	32	11	100000
5245	C	M417	27	8	100000
5245	C	M418	28	13	100000
5250	C	M419	8	27	100000
5255	C	M420	8	58	100000
5260	C	M421	58	8	100000
5315	C	M422	34	32	100000
5325	C	M423	32	34	100000
5320	C	M424	32	27	100000
5330	C	M425	27	32	100000
5375	C	M426	12	32	100000
5385	C	M427	32	12	100000
5385	C	M428	10	29	100000
5395	C	M429	29	10	100000
5445	C	M430	36	32	100000
5455	C	M431	32	36	100000
5440	C	M432	13	27	100000
5515	C	M433	10	29	100000
5445	C	M434	10	29	100000
5445	C	M435	28	13	100000
5455	C	M436	29	10	100000
5505	C	M437	34	32	100000
5479	C	M438	36	32	100000
5489	C	M439	32	34	100000
5491	C	M440	19	13	100000
5491	C	M441	35	32	100000
5502	C	M442	33	32	100000
5551	C	M443	10	29	100000
5561	C	M444	29	10	100000
5529	C	M445	34	32	100000
5621	C	M446	33	32	100000
5631	C	M447	32	33	100000
5681	C	M448	10	29	100000
5566	C	M449	12	32	100000
5576	C	M450	29	10	100000
5626	C	M451	11	32	100000
5636	C	M452	32	11	100000
5609	C	M453	32	11	100000
5609	C	M454	32	12	100000
5609	C	M455	32	33	100000
5609	C	M456	32	34	100000
5609	C	M457	32	35	100000
5609	C	M458	32	36	100000
5614	C	M459	11	32	100000
5620	C	M460	32	27	100000
5674	C	M461	10	29	100000
5625	C	M462	27	8	100000
5635	C	M463	29	10	100000
5685	C	M464	10	29	100000
5695	C	M465	29	10	100000
5745	C	M466	10	29	100000
5755	C	M467	29	10	100000
5805	C	M468	10	29	100000
5815	C	M469	29	10	100000
5865	C	M470	10	29	100000
5875	C	M471	29	10	100000
5877	C	M472	32	27	100000
5886	C	M473	27	32	100000
5937	C	M474	10	29	100000
5947	C	M475	29	10	100000
5940	C	M476	18	13	100000
6007	C	M477	10	29	100000
6017	C	M478	29	10	100000
6067	C	M479	10	29	100000
6077	C	M480	29	10	100000
6127	C	M481	10	29	100000
6137	C	M482	29	10	100000
6187	C	M483	10	29	100000
6166	C	M484	26	20	100000
6176	C	M485	29	10	100000
6205	C	M486	17	13	100000
6215	C	M487	16	13	100000
6265	C	M488	10	29	100000
6275	C	M489	29	10	100000
6236	C	M490	22	20	100000
6261	C	M491	25	20	100000
6265	C	M492	15	13	100000
6321	C	M493	10	29	100000
6331	C	M494	29	10	100000
6305	C	M495	14	13	100000
6310	C	M496	13	27	100000
6310	C	M497	31	29	100000
6315	C	M498	27	13	100000
6325	C	M499	29	31	100000
6323	C	M500	9	29	100000
6325	C	M501	21	20	100000
6383	C	M502	10	29	100000
6393	C	M503	29	10	100000
6443	C	M504	31	29	100000
6453	C	M505	29	31	100000
6503	C	M506	10	29	100000
6410	C	M507	24	20	100000
6420	C	M508	29	10	100000
6425	C	M509	23	20	100000
6480	C	M510	31	29	100000
6430	C	M511	20	27	100000
6440	C	M512	29	31	100000
6440	C	M513	27	20	100000
6445	C	M514	28	8	100000
6500	C	M515	10	29	100000
6510	C	M516	29	10	100000
6560	C	M517	31	29	100000
6570	C	M518	29	31	100000
6620	C	M519	10	29	100000
6527	C	M520	34	32	100000
6537	C	M521	29	10	100000
6587	C	M522	31	29	100000
6597	C	M523	29	31	100000
6647	C	M524	10	29	100000
6657	C	M525	29	10	100000
6602	C	M526	11	32	100000
6717	C	M527	31	29	100000
6727	C	M528	29	31	100000
6633	C	M529	33	32	100000
6787	C	M530	10	29	100000
6646	C	M531	35	32	100000
6656	C	M532	29	10	100000
6706	C	M533	31	29	100000
6716	C	M534	29	31	100000
6766	C	M535	10	29	100000
6710	C	M536	12	32	100000
6720	C	M537	29	10	100000
6776	C	M538	31	29	100000
6786	C	M539	29	31	100000
6836	C	M540	10	29	100000
6765	C	M541	36	32	100000
6770	C	M542	32	27	100000
6780	C	M543	29	10	100000
6780	C	M544	27	32	100000
6840	C	M545	31	29	100000
6850	C	M546	29	31	100000
6800	C	M547	8	27	100000
6810	C	M548	27	13	100000
6820	C	M549	13	19	100000
6870	C	M550	10	29	100000
6830	C	M551	19	13	100000
6840	C	M552	29	10	100000
6890	C	M553	31	29	100000
6850	C	M554	27	20	100000
6860	C	M555	29	31	100000
6860	C	M556	20	27	100000
6920	C	M557	10	29	100000
6890	C	M558	13	28	100000
6900	C	M559	29	10	100000
6900	C	M560	28	13	100000
6960	C	M561	31	29	100000
6970	C	M562	29	31	100000
7020	C	M563	10	29	100000
7030	C	M564	29	10	100000
7080	C	M565	31	29	100000
7090	C	M566	29	31	100000
6980	C	M567	20	27	100000
6990	C	M568	27	20	100000
7040	C	M569	10	29	100000
7050	C	M570	29	10	100000
7100	C	M571	31	29	100000
7110	C	M572	29	31	100000
7160	C	M573	10	29	100000
7170	C	M574	29	10	100000
7220	C	M575	31	29	100000
7230	C	M576	29	31	100000
7280	C	M577	10	29	100000
7290	C	M578	29	10	100000
7340	C	M579	31	29	100000
7350	C	M580	29	31	100000
7400	C	M581	10	29	100000
7185	C	M582	10	29	100000
7185	C	M583	29	8	100000
7190	C	M584	29	9	100000
7200	C	M585	29	10	100000
7195	C	M586	9	29	100000
7205	C	M587	10	29	100000
7255	C	M588	31	29	100000
7210	C	M589	29	10	100000
7215	C	M590	30	8	100000
7225	C	M591	29	31	100000
7220	C	M592	8	30	100000
7225	C	M593	8	58	100000
7230	C	M594	58	8	100000
7285	C	M595	31	29	100000
7295	C	M596	29	31	100000
7345	C	M597	31	29	100000
7355	C	M598	29	31	100000
7405	C	M599	31	29	100000
7415	C	M600	29	31	100000
7440	C	M601	14	13	100000
7445	C	M602	13	14	100000
7500	C	M603	31	29	100000
7510	C	M604	29	31	100000
7490	C	M605	9	29	100000
7495	C	M606	29	9	100000
7500	C	M607	9	29	100000
7555	C	M608	31	29	100000
7565	C	M609	29	31	100000
7558	C	M610	31	29	100000
7560	C	M611	29	31	100000
7570	C	M612	29	8	100000
7580	C	M613	8	59	100000
7580	C	M614	8	27	100000
7585	C	M615	59	8	100000
7590	C	M616	27	32	100000
7595	C	M617	32	27	100000
7600	C	M618	32	11	100000
7600	C	M619	32	12	100000
7636	C	M620	21	20	100000
7640	C	M621	20	21	100000
7662	C	M622	17	13	100000
7670	C	M623	13	17	100000
7675	C	M624	13	18	100000
7675	C	M625	13	15	100000
7679	C	M626	16	13	100000
7685	C	M627	13	16	100000
7783	C	M628	15	13	100000
7786	C	M629	22	20	100000
7790	C	M630	13	15	100000
7790	C	M631	20	22	100000
7810	C	M632	23	20	100000
7815	C	M633	20	23	100000
7867	C	M634	25	20	100000
7875	C	M635	20	25	100000
7890	C	M636	32	27	100000
7895	C	M637	27	32	100000
7900	C	M638	32	27	100000
7949	C	M639	24	20	100000
7955	C	M640	20	24	100000
7976	C	M641	20	26	100000
7993	C	M642	26	20	100000
8000	C	M643	20	21	100000
8000	C	M644	20	22	100000
8000	C	M645	20	23	100000
8000	C	M646	20	24	100000
8000	C	M647	20	25	100000
8000	C	M648	20	26	100000
8058	C	M649	18	13	100000
8118	C	M650	23	20	100000
8061	C	M651	13	14	100000
8061	C	M652	13	15	100000
8061	C	M653	13	16	100000
8061	C	M654	13	17	100000
8061	C	M655	13	18	100000
8071	C	M656	20	23	100000
8121	C	M657	21	20	100000
8131	C	M658	15	13	100000
8141	C	M659	20	21	100000
8151	C	M660	13	15	100000
8201	C	M661	26	20	100000
8191	C	M662	19	13	100000
8201	C	M663	20	26	100000
8211	C	M664	13	19	100000
8261	C	M665	24	20	100000
8271	C	M666	16	13	100000
8281	C	M667	20	24	100000
8291	C	M668	13	16	100000
8341	C	M669	22	20	100000
8351	C	M670	17	13	100000
8361	C	M671	20	22	100000
8371	C	M672	13	17	100000
8401	C	M673	25	20	100000
8431	C	M674	14	13	100000
8441	C	M675	20	25	100000
8451	C	M676	13	14	100000
8501	C	M677	21	20	100000
8511	C	M678	19	13	100000
8521	C	M679	20	21	100000
8531	C	M680	13	19	100000
8434	C	M681	9	29	100000
8449	C	M682	11	32	100000
8455	C	M683	32	11	100000
8470	C	M684	29	9	100000
8515	C	M685	24	20	100000
8530	C	M686	18	13	100000
8485	C	M687	18	13	100000
8495	C	M688	20	24	100000
8505	C	M689	13	18	100000
8565	C	M690	9	29	100000
8575	C	M691	29	9	100000
8625	C	M692	26	20	100000
8565	C	M693	15	13	100000
8575	C	M694	20	26	100000
8585	C	M695	13	15	100000
8645	C	M696	9	29	100000
8655	C	M697	29	9	100000
8594	C	M698	33	32	100000
8715	C	M699	23	20	100000
8600	C	M700	32	33	100000
8775	C	M701	16	13	100000
8785	C	M702	20	23	100000
8795	C	M703	13	16	100000
8629	C	M704	12	32	100000
8689	C	M705	9	29	100000
8635	C	M706	32	12	100000
8645	C	M707	29	9	100000
8695	C	M708	25	20	100000
8705	C	M709	14	13	100000
8715	C	M710	20	25	100000
8725	C	M711	13	14	100000
8692	C	M712	32	34	100000
8692	C	M713	32	35	100000
8692	C	M714	32	36	100000
8752	C	M715	9	29	100000
8705	C	M716	34	32	100000
8710	C	M717	32	34	100000
8720	C	M718	29	9	100000
8770	C	M719	21	20	100000
8780	C	M720	17	13	100000
8790	C	M721	20	21	100000
8800	C	M722	13	17	100000
8810	C	M723	13	18	100000
8761	C	M724	17	13	100000
8821	C	M725	9	29	100000
8821	C	M726	22	20	100000
8831	C	M727	29	9	100000
8841	C	M728	20	22	100000
8881	C	M729	15	13	100000
8797	C	M730	16	13	100000
8807	C	M731	13	15	100000
8835	C	M732	15	13	100000
8867	C	M733	25	20	100000
8927	C	M734	9	29	100000
8937	C	M735	20	25	100000
8987	C	M736	16	13	100000
8853	C	M737	35	32	100000
8863	C	M738	29	9	100000
8855	C	M739	10	29	100000
8860	C	M740	30	10	100000
8860	C	M741	32	35	100000
8870	C	M742	13	16	100000
8874	C	M743	14	13	100000
8890	C	M744	13	14	100000
8890	C	M745	13	15	100000
8890	C	M746	13	16	100000
8890	C	M747	13	17	100000
8890	C	M748	13	18	100000
8950	C	M749	20	28	100000
8950	C	M750	24	20	100000
8900	C	M751	13	28	100000
8910	C	M752	28	20	100000
8920	C	M753	20	24	100000
8980	C	M754	9	29	100000
8990	C	M755	29	9	100000
8930	C	M756	28	13	100000
8940	C	M757	28	8	100000
8990	C	M758	25	20	100000
9000	C	M759	20	25	100000
9060	C	M760	9	29	100000
9070	C	M761	29	9	100000
9120	C	M762	23	20	100000
9130	C	M763	20	23	100000
9031	C	M764	36	32	100000
9035	C	M765	32	36	100000
9041	C	M766	32	11	100000
9041	C	M767	32	12	100000
9041	C	M768	32	33	100000
9041	C	M769	32	34	100000
9041	C	M770	32	35	100000
9041	C	M771	32	36	100000
9101	C	M772	9	29	100000
9111	C	M773	29	9	100000
9161	C	M774	21	20	100000
9171	C	M775	20	21	100000
9231	C	M776	35	32	100000
9241	C	M777	32	35	100000
9301	C	M778	9	29	100000
9311	C	M779	29	9	100000
9361	C	M780	25	20	100000
9371	C	M781	20	25	100000
9431	C	M782	33	32	100000
9441	C	M783	32	33	100000
9186	C	M784	26	20	100000
9246	C	M785	9	29	100000
9246	C	M786	21	20	100000
9200	C	M787	25	20	100000
9210	C	M788	29	9	100000
9220	C	M789	20	21	100000
9223	C	M790	21	20	100000
9250	C	M791	20	28	100000
9260	C	M792	28	20	100000
9320	C	M793	36	32	100000
9330	C	M794	20	22	100000
9340	C	M795	32	36	100000
9400	C	M796	9	29	100000
9410	C	M797	29	9	100000
9460	C	M798	25	20	100000
9470	C	M799	20	25	100000
9530	C	M800	11	32	100000
9315	C	M801	24	20	100000
9325	C	M802	32	11	100000
9333	C	M803	22	20	100000
9393	C	M804	9	29	100000
9403	C	M805	29	9	100000
9350	C	M806	32	27	100000
9463	C	M807	20	28	100000
9473	C	M808	27	32	100000
9483	C	M809	28	20	100000
9543	C	M810	34	32	100000
9553	C	M811	32	34	100000
9613	C	M812	9	29	100000
9623	C	M813	29	9	100000
9673	C	M814	22	20	100000
9683	C	M815	20	22	100000
9439	C	M816	23	20	100000
9440	C	M817	20	27	100000
9445	C	M818	20	21	100000
9445	C	M819	20	22	100000
9445	C	M820	20	23	100000
9445	C	M821	20	24	100000
9445	C	M822	20	25	100000
9445	C	M823	20	26	100000
9505	C	M824	12	32	100000
9515	C	M825	32	12	100000
9575	C	M826	9	29	100000
9585	C	M827	29	9	100000
9500	C	M828	27	20	100000
9510	C	M829	27	8	100000
9570	C	M830	33	32	100000
9580	C	M831	32	33	100000
9640	C	M832	9	29	100000
9650	C	M833	29	9	100000
9710	C	M834	36	32	100000
9720	C	M835	32	36	100000
9603	C	M836	12	32	100000
9663	C	M837	9	29	100000
9614	C	M838	33	32	100000
9624	C	M839	29	9	100000
9684	C	M840	11	32	100000
9674	C	M841	34	32	100000
9662	C	M842	13	28	100000
9670	C	M843	27	13	100000
9680	C	M844	32	11	100000
9690	C	M845	32	34	100000
9750	C	M846	9	29	100000
9760	C	M847	29	9	100000
9810	C	M848	12	32	100000
9820	C	M849	32	12	100000
9749	C	M850	35	32	100000
9809	C	M851	9	29	100000
9756	C	M852	32	27	100000
9761	C	M853	34	32	100000
9771	C	M854	29	9	100000
9781	C	M855	27	32	100000
9767	C	M856	11	32	100000
9831	C	M857	12	32	100000
9800	C	M858	8	29	100000
9810	C	M859	32	12	100000
9805	C	M860	29	8	100000
9810	C	M861	29	10	100000
9815	C	M862	10	29	100000
9820	C	M863	36	32	100000
9880	C	M864	9	29	100000
9890	C	M865	29	9	100000
9840	C	M866	32	11	100000
9840	C	M867	32	12	100000
9840	C	M868	32	33	100000
9840	C	M869	32	34	100000
9840	C	M870	32	35	100000
9840	C	M871	32	36	100000
9850	C	M872	32	27	100000
9880	C	M873	27	32	100000
9885	C	M874	27	8	100000
9886	C	M875	9	29	100000
9930	C	M876	29	9	100000
9935	C	M877	29	8	100000
10038	C	M878	31	29	100000
10045	C	M879	29	31	100000
10080	C	M880	10	29	100000
10085	C	M881	29	10	100000
10100	C	M882	10	29	100000
10264	C	M883	20	27	100000
10270	C	M884	27	20	100000
10345	C	M885	18	13	100000
10411	C	M886	15	13	100000
10418	C	M887	14	13	100000
10443	C	M888	16	13	100000
10500	C	M889	8	29	100000
10505	C	M890	29	8	100000
10510	C	M891	29	31	100000
10515	C	M892	31	29	100000
10641	C	M893	32	27	100000
10645	C	M894	27	32	100000
10650	C	M895	32	27	100000
10653	C	M896	17	13	100000
10660	C	M897	13	27	100000
10665	C	M898	27	13	100000
11000	C	M899	31	29	100000
11005	C	M900	29	31	100000
11010	C	M901	29	8	100000
11269	C	M902	12	32	100000
11356	C	M903	11	32	100000
11374	C	M904	23	20	100000
11383	C	M905	35	32	100000
11398	C	M906	24	20	100000
11413	C	M907	34	32	100000
11446	C	M908	22	20	100000
11448	C	M909	36	32	100000
11452	C	M910	25	20	100000
11455	C	M911	32	27	100000
11460	C	M912	27	32	100000
11465	C	M913	9	29	100000
11470	C	M914	29	9	100000
11597	C	M915	21	20	100000
11602	C	M916	33	32	100000
11680	C	M917	26	20	100000
11690	C	M918	20	27	100000
11695	C	M919	27	20	100000
11959	C	M920	10	29	100000
11990	C	M921	29	10	100000
12050	C	M922	10	29	100000
12060	C	M923	29	10	100000
12110	C	M924	10	29	100000
12120	C	M925	29	10	100000
12170	C	M926	10	29	100000
12180	C	M927	29	10	100000
13867	C	M928	10	29	100000
13900	C	M929	29	10	100000
13905	C	M930	29	8	100000
16776	C	M931	10	29	100000
